spotify_artist_name,spotify_artist_id,spotify_artist_followers,spotify_artist_genres
A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,16910384,rap
Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,14304439,
Anderson .Paak,3jK9MiCrA42lLAdMGUZpwa,2677832,
blackbear,2cFrymmkijnjDg9SS92EPM,5051075,
Justin Quiles,14zUHaJZo1mnYtn6IBRaRP,4928838,reggaeton
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,24200806,
PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,9454711,"dark r&b,r&b,trap soul"
Russ,1z7b1Pr1rSlvWRzsW3HOrS,5416925,
DJ Snake,540vIaP2JwjQb9dm3aArA4,9190529,
Migos,6oMuImdp5ZcFhWP0ESe6mG,14502185,trap
Tyler Childers,13ZEDW6vyBF12HYcZRr4EV,3021228,"country,outlaw country,red dirt,alt country,texas country,bluegrass"
Little Mix,3e7awlrlDSwF3iM0WBjGMp,12306153,
Israel & Rodolffo,41QLxRXlc2NwfJZkHGHKid,3446896,"sertanejo,sertanejo universitário,agronejo,piseiro,arrocha"
Sid Sriram,7qjJw7ZM2ekDSahLXPjIlN,19121178,"tollywood,telugu pop,tamil pop,kollywood"
TV Girl,0Y6dVaC9DZtPNH4591M42W,11585757,
Darell,1TtXnWcUs0FCkaZDPGYHdf,4738370,"reggaeton,trap latino,dembow,urbano latino"
Takeoff,3EW0kQ1skZiK1NHg3Spt9J,2225193,
Troye Sivan,3WGpXCj9YhhfX11TToZcXP,9366276,
Tulus,2iDVt6mFbtbDEZG5ax0dTi,18619633,"indonesian pop,indonesian indie"
AJR,6s22t5Y3prQHyaHWUN1R1C,3613412,
Bastille,7EQ0qTo7fWT7DPxmxtSYEc,5648140,
C. Tangana,5TYxZTjIPqKM8K8NuP9woO,3022685,
Clean Bandit,6MDME20pz9RveH9rEXvrOM,5887223,
Alemán,4QFG9KrGWEbr6hNA58CAqE,6365121,"mexican hip hop,latin hip hop,electro corridos"
Chance the Rapper,1anyVhU62p31KFi8MEzkbf,6026607,
NATTI NATASHA,1GDbiv3spRmZ1XdM1jQbT7,10892446,"reggaeton,latin,urbano latino,bachata"
Topic,0u6GtibW46tFX7koQ6uNJZ,303735,
Mabel Matiz,1dpqJqIuNqideTvmxBsSku,5260158,turkish pop
White Noise Baby Sleep,4W12lEvVl5wectUtRNrvDh,39242,
Mon Laferte,4boI7bJtmB1L3b1cuL75Zr,9593947,latin alternative
GIMS,0GOx72r5AAEKRGQFn3xqXK,6917898,"french rap,french r&b,french pop,pop urbaine"
Lomepal,1Yfe3ONJlioHys7jwHdfVm,2036624,french rap
MNEK,7uMh23xWiuR7zsNkuNcm2G,306093,
A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL,4208744,rap
Flume,6nxWCVXbOlEVRexSbLsTer,2500178,future bass
Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,2792906,
Nekfeu,4LXBc13z5EWsc5N32bLxfH,2889728,french rap
Birdy,2WX2uTcsvV5OnS0inACecP,3744047,
Lasso,3SCOuAxngTC1yGjKMcIPEd,1053674,
Gzuz,5eioJDe26lOqkAMbuhzZYs,1536823,german hip hop
Salmo,3hBQ4zniNdQf1cqqo6hzuW,2534787,italian trap
Ernia,3fhMfkPPzksWuw0hEm4ldm,996923,italian trap
Zendaya,6sCbFbEjbYepqswM1vWjjs,5247382,
Khruangbin,2mVVjNmdjXZZDvhgQWiakk,2135541,neo-psychedelic
Falling In Reverse,2CmaKO2zEGJ1NWpS1yfVGz,4063360,"emo,rap metal"
Aimer,0bAsR2unSRpn6BQPEnNlZm,2672116,"anime,j-pop,j-rock"
Leslie Odom Jr.,3cR4rhS2hBWqI7rJEBacvN,337193,musicals
FLETCHER,5qa31A9HySw3T7MKWI9bGg,983992,
Tom Rosenthal,1AgxgADPuRIW1wyaA4OKcB,617354,
Kina,4qIVPF0s71ZYW3qzhu5GkF,886808,
Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,6698888,
JP Cooper,4kYGAK2zu9EAomwj3hXkXy,935726,
Brett Young,0fiWOxhsBsQQvFDtxUQWo0,1227302,country
Río Roma,2O3v9rCTzLhPFaGaAVgZLt,3325000,latin pop
Santhosh Narayanan,5FVBduYaeVBb6JIghza7v6,3406627,"tamil pop,kollywood,tamil hip hop,tamil dance"
The Paper Kites,79hrYiudVcFyyxyJW0ipTy,874292,indie folk
WALK THE MOON,6DIS6PRrLS3wbnZsf7vYic,2223958,
Vince Staples,68kEuyFKyqrdQQLLsmiatm,2014668,
Ronnie Flex,5eir5zFJpES4j7gsymbVyl,606682,nederpop
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,3597704,folk pop
Boef,0Jsk5iYMr5aNjHury7blm1,1415985,
Stephanie Beatriz,5PYToRCsrnvikZg3yl2JMr,73301,
Ankit Tiwari,0E02VcvA5p1ndkLdqWD5JB,14849924,"bollywood,hindi pop,desi"
The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,20855698,
Duki,1bAftSH8umNcGZ0uyV7LMg,12961188,"argentine trap,trap,trap latino"
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,39772821,rap
KAROL G,790FomKkXshlbRYZFtlgla,58241592,"reggaeton,latin,urbano latino"
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,11262234,
Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,7671186,"indie,lo-fi indie"
Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,16470177,dream pop
Rema,46pWGuE3dSwY3bMMXGBvVS,7788514,"afrobeats,afrobeat,afropop,afropiano"
The 1975,3mIj9lX2MWuHmhNCA7LSCW,7855933,
Halsey,26VFTg2z8YR0cCuwLzESi2,22217798,
Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,9708708,
James Arthur,4IWBUUAFIplrNtaOHcJPRM,20471727,soft pop
Lil Durk,3hcs9uc56yIGFCSy9leWe7,9130570,"chicago drill,drill"
Henrique & Juliano,3p7PcrEHaaKLJnPUGOtRlT,28312278,"sertanejo,sertanejo universitário,arrocha,agronejo"
Tom Odell,2txHhyCwHjUEpJjWrEyqyX,4227917,
Mitski,2uYWxilOVlUdk4oV9DvwqK,10669302,
The Chainsmokers,69GGBxA162lTqCwzJG5jLp,21164950,
Kygo,23fqKkggKUBHNkbKtXEls4,8643130,tropical house
5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,10294655,
Matheus & Kauan,2Z0lRIqr997lIUiPtrpKCr,12442305,"sertanejo,sertanejo universitário,arrocha,agronejo"
Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,4510128,
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,5813385,"folk pop,indie folk"
Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,15159172,"edm,electronica,progressive house"
Melanie Martinez,63yrD80RY3RNEM2YDpUpO8,22140180,
Becky G,4obzFoKoKRHIphyHzJ35G3,16454423,"reggaeton,latin"
Lorde,163tK9Wjr9P9DmM0AVK7lm,10429655,
Becky Hill,4EPJlUEBy49EX1wuFOvtjK,911983,
Wesley Safadão,1AL2GKpmRrKXkYIcASuRFa,12089565,"forró,sertanejo,piseiro,arrocha,sertanejo universitário,brega,seresta"
Kumaar,0m3D4grap8VFSzbJMqgNVk,1190108,"bollywood,hindi pop,desi"
Tove Lo,4NHQUGzhtTLFvgF5SZesLK,3675781,
Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,10769520,
Piso 21,4bw2Am3p9ji3mYsXNXtQcd,9483128,"reggaeton,colombian pop,pop urbano"
AURORA,1WgXqy2Dd70QQOU7Ay074N,4522724,"norwegian pop,art pop"
Joey Bada$$,2P5sC9cVZDToPxyomzF1UH,3775459,"hip hop,rap"
Ray Dalton,4e0nWw2r4BoQSKPQ2zpU13,112190,
Galantis,4sTQVOfp9vEMCemLw50sbu,3454090,
Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,2825846,
Eyedress,3XxNRirzbjfLdDli06zMaB,2642822,
Ángela Aguilar,3abT87tqQ4Q5PA5nw6CYyH,1229186,"mariachi,ranchera,banda,música mexicana"
Zé Neto & Cristiano,487N2T9nIPEHrlTZLL3SQs,22159638,"sertanejo,sertanejo universitário,arrocha,agronejo"
Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,4924675,"country,acoustic country,pop country"
G Herbo,5QdEbQJ3ylBnc3gsIASAT5,2388218,"chicago drill,drill"
Nardo Wick,0Njy6yR9LykNKYg9yE23QN,1566047,
Lenin Ramírez,3hTffafUYLLgO4yuPAxb5U,3360735,"corrido,banda,sierreño,corridos bélicos,norteño,sad sierreño,corridos tumbados"
Novo Amor,0rZp7G3gIH6WkyeXbrZnGi,1343099,ambient folk
Maes,6L34dW6SKMSDaGIfYDU19j,3437738,"french rap,pop urbaine"
Ezhel,6LnJKrtFnTEGdbWQ2riWCL,6752316,"turkish hip hop,turkish pop"
Dadju,4sbXXFzEWJY2zsZjelerjX,7561504,"french r&b,pop urbaine,french rap,french pop"
Jon Pardi,4MoAOfV4ROWofLG3a3hhBN,2274894,"country,acoustic country"
The Living Tombstone,0I6yADrmeyvw66g7yjkqIF,4686793,
CRO,3utZ2yeQk0Z3BCOBWP7Vlu,2735012,"german hip hop,german indie,german pop"
alt-J,3XHO7cRUPCLOr6jwp8vsx5,3412809,"indie,indie rock"
Kodaline,4BxCuXFJrSWGi1KHcVqaU4,3160649,
ODESZA,21mKp7DqtSNHhCAU2ugvUw,1698094,"chillwave,chillstep"
Matisse,77aLk6J8ofnVxa1eXK9jiU,1171241,
MØ,0bdfiayQAKewqEvaU6rXCv,1467704,
Earl Sweatshirt,3A5tHz1SfngyOZM2gItYKu,2361602,"experimental hip hop,alternative hip hop"
Pouya,4nXOZlYoAD67hF9aUEncMY,1339749,"horrorcore,underground hip hop,emo rap,trap metal,cloud rap"
Mabel,1MIVXf74SZHmTIp4V4paH4,2039692,
Miky Woodz,1pf0MPKfKdvS8J779mS1Ay,4484473,"trap latino,dembow,reggaeton"
Lauren Daigle,40LHVA5BTQp9RxHOQ9JPYj,3060645,"christian,worship,ccm,christian pop"
BIA,6veh5zbFpm31XsPdjBgPER,613196,
Rag'n'Bone Man,4f9iBmdUOhQWeP7dcAn1pf,2178955,
Dawid Podsiadło,6EB8VE9f7Ut6NOgviN6gDW,2322644,
Blueface,3Fl1V19tmjt57oBdxXKAjJ,6836395,
John Newman,34v5MVKeQnIo0CWYMbbrPf,809791,
Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,3445446,trap
Tinashe,0NIIxcxNHmOoyBx03SfTCD,3046977,alternative r&b
Fiersa Besari,06QVnTCdjs4jPKO0487EGV,5644342,"indonesian indie,indonesian pop"
Ozuna,1i8SpTcr7yvPOmcqrbnVXY,38834846,"reggaeton,trap latino,latin,urbano latino"
Oliver Tree,6TLwD7HPWuiOzvXEa3oCNe,2558033,
Sebastian Yatra,07YUOmWljBTXwIseAUd9TW,24087728,"colombian pop,reggaeton"
NF,6fOMl44jA4Sp5b9PpYCkzz,10979915,christian hip hop
Alan Walker,7vk5e3vY1uw9plTHJAMwjN,40957046,
NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,9810586,
Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,10267702,"trap soul,r&b"
Tanishk Bagchi,4f7KfxeHq9BiylGmyXepGt,5300742,"bollywood,hindi pop,desi,desi pop,gujarati garba"
Hozier,2FXC3k01G6Gw61bmprjgqS,8930910,
Lizzo,56oDRnqbIiwx4mymNEv7dS,5739391,
Daniel Caesar,20wkVLutqVOYrc0kxFs7rA,10016328,
Jay Wheeler,2cPqdH7XMvwaBJEVjheH8g,4726070,reggaeton
Lazza,0jdNdfi4vAuVi7a6cPDFBM,2667526,italian trap
Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,5506457,
Vance Joy,10exVja0key0uqUkk6LJRT,3420486,folk pop
Imanbek,5rGrDvrLOV2VV8SCFVGWlj,271998,slap house
DJ Luian,64aJYyrXljOodnUG6jvhRD,2329110,"reggaeton,trap latino"
Dalex,0KPX4Ucy9dk82uj4GpKesn,5085298,reggaeton
George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,4311847,
Felix Jaehn,4bL2B6hmLlMWnUEZnorEtG,1310327,tropical house
LUDMILLA,3CDoRporvSjdzTrm99a3gi,8197503,"pagode,brazilian pop,funk pop,pagode baiano,funk carioca,funk,samba,brazilian funk"
Niska,7CUFPNi1TU8RowpnFRSsZV,6078762,"french rap,pop urbaine,french r&b"
Rae Sremmurd,7iZtZyCzp3LItcw1wtPI3D,7725543,
ILLENIUM,45eNHdiiabvmbp4erw26rg,1597757,"melodic bass,future bass,edm"
Dilsinho,4NUePmzDvCYqilXBFa91Hg,4531616,"pagode,samba,sertanejo,piseiro"
LUCKI,5tQMB0cuNXdCtzovGt55uD,1682761,cloud rap
X Ambassadors,3NPpFNZtSTHheNBaWC82rB,3092174,
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,8181569,
Dove Cameron,2W8yFh0Ga6Yf3jiayVxwkE,5485611,
Sam Feldt,20gsENnposVs2I4rQ5kvrf,798440,tropical house
Darshan Raval,2GoeZ0qOTt6kjsWW4eA6LS,26064435,"gujarati garba,hindi pop,gujarati pop,bollywood,desi pop,desi"
Milky Chance,1hzfo8twXdOegF3xireCYs,2056036,
Jess Glynne,4ScCswdRlyA23odg9thgIO,3139923,
Capo Plaza,5SulO4l40qDuV9zUGLZx7n,4131092,"italian trap,trap"
Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,3201170,country
Mc Kevin,5pBMkZNIlbGTH3hrsQJqAa,10412017,"funk,funk consciente,brazilian funk,trap funk"
Jonita Gandhi,00sCATpEvwH48ays7PlQFU,1755115,"bollywood,tamil pop,kollywood,hindi pop,desi,tamil dance"
Jaymes Young,6QrQ7OrISRYIfS5mtacaw2,1024084,
The Walters,027TpXKGwdXP7iwbjUSpV8,1000436,
Beach Weather,7I3bkknknQkIiatWiupQgD,940681,
Latto,3MdXrJWsbVzdn6fe5JYkSQ,2143775,
Justine Skye,0jUQSUOcM7lxVn5eVGTkzQ,935203,
Tion Wayne,7b79bQFziJFedJb75k6hFt,1292048,"uk drill,drill,grime,uk grime,afroswing"
Miggy Dela Rosa,45ruzGUmIr8WLjLOPJ9mGU,16461,
Ovi,4o0NtnL2m0lzZmEdRas1qv,1444985,"corridos tumbados,corrido,sad sierreño,trap latino,corridos bélicos,urbano latino"
Ferrugem,5ZfBThYiIIhL7jHMG8gDB2,6120915,"pagode,samba"
Rochak Kohli,3dN9MQpjIyNxyeRfz4EDZe,1563338,"bollywood,hindi pop,desi"
Omar Varela,5xIOUIBQhGFX7HIj8lhdyU,115379,"rkt,argentine trap,turreo,trap"
Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,2443679,"country,pop country"
EXO,3cjEqqelV9zb4BYE3qDQ4O,10108185,k-pop
Nikhita Gandhi,3tPQOjkxO3mrYrrgkTeXgH,1013646,"bollywood,hindi pop"
Masego,3ycxRkcZ67ALN3GQJ57Vig,1548697,
Rainbow Kitten Surprise,4hz8tIajF2INpgM0qzPJz2,1317297,
KAYTRANADA,6qgnBH6iDM91ipVXv28OMu,1771233,
Charles Ans,5lYeiQxUTcGKVgAuTqbTeL,1888764,"mexican hip hop,latin hip hop"
Jairo Vera,5CAruGjgds3QlF5ICtEnnc,1601378,"reggaeton chileno,chilean mambo,chilean trap,mambo,guaracha"
Sofía Reyes,0haZhu4fFKt0Ag94kZDiz2,3136439,latin pop
Fifth Harmony,1l8Fu6IkuTP0U5QetQJ5Xt,16266597,
The Vamps,7gAppWoH7pcYmphCVTXkzs,5939833,
XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,50835209,emo rap
Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,33771475,
Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,18971440,melodic rap
SZA,7tYKF4w9nC0nq9CsPZTHyP,31314536,r&b
$uicideboy$,1VPmR4DJC1PlOtd0IADAO0,8669293,"emo rap,horrorcore,cloud rap,trap metal,underground hip hop"
Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,13190810,country
Lil Peep,2kCcBybjl3SAtIcwdWpUe3,15127590,"emo rap,cloud rap"
Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,45258575,
Luke Combs,718COspgdWOnwOFpJHRZHS,13014821,country
Sech,77ziqFxp5gaInVrF2lj4ht,12044123,"reggaeton,urbano latino"
Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,7616878,r&b
Kodak Black,46SHBwWsqBkxI7EeeBEQG7,12159355,
Marília Mendonça,1yR65psqiazQpeM79CcGh8,37706414,"sertanejo,sertanejo universitário,arrocha,forró"
Kali Uchis,1U1el3k54VvEUzo3ybLPlM,9113142,
Chase Atlantic,7cYEt1pqMgXJdq00hAwVpT,10024181,
League of Legends,47mIJdHORyRerp4os813jD,2079087,
Sfera Ebbasta,23TFHmajVfBtlRx5MXqgoz,7179242,"italian trap,trap"
Dean Lewis,3QSQFmccmX81fWCUSPTS7y,3971528,
Ninho,6Te49r3A6f5BiIgBRxH7FH,11685408,"french rap,pop urbaine"
Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,3424677,"reggaeton,urbano latino,trap latino,argentine trap"
Maiara & Maraisa,59jlthNnbmim5l9tmNA7se,14568903,"sertanejo,sertanejo universitário,piseiro"
Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,3065252,tropical house
Anne-Marie,1zNqDE7qDGCsyzJwohVaoX,12605442,
Swae Lee,1zNqQNIdeOUZHb8zbZRFMX,2797360,
Santa Fe Klan,4tm8CEdm4pkQsEh4jIr9Yp,10030923,"mexican hip hop,latin hip hop"
Kehlani,0cGUm45nv7Z6M6qdXYQGTX,8342543,
Mc Don Juan,7Lmrb6KcIzfkmgbtokjsAL,5266222,"funk,brazilian funk,funk consciente,trap funk"
Gera MX,2hejA1Dkf8v8R0koF44FvW,5915557,"mexican hip hop,latin hip hop"
beabadoobee,35l9BRT7MXmM8bv2WDQiyB,6055910,bedroom pop
Sigala,1IueXOQyABrMOprrzwQJWN,1576960,
Brytiago,00XhexlJEXQstHimpZN910,7521551,"trap latino,reggaeton,urbano latino,trap"
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,9567937,k-pop
Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,5724341,"country,pop country"
LANY,49tQo2QULno7gxHutgccqF,6888218,
Ella Henderson,7nDsS0l5ZAzMedVRKPP8F1,1646498,
Diego & Victor Hugo,3k68C6mNMJL6OaAdWeW2ZF,3583890,"sertanejo,sertanejo universitário,arrocha,piseiro,agronejo"
James Hype,43BxCL6t4c73BQnIJtry5v,470256,"house,tech house"
Jax Jones,4Q6nIcaBED8qUel8bBx6Cr,1246261,
Seafret,4Ly0KABsxlx4fNj63zJTrF,1074761,
Zé Felipe,7cmuxPnXRJxwuYDHfbD8Eu,5244256,"piseiro,sertanejo,arrocha,agronejo,sertanejo universitário,forró"
Bedoes 2115,0LX2VNf5w4iOHW1yyIqb74,1661197,
Ghostemane,3uL4UpqShC4p2x1dJutoRW,3675740,"trap metal,horrorcore,emo rap,cloud rap,rap metal"
Young Nudy,5yPzzu25VzEk8qrGTLIrE1,1644400,
B Praak,56SjZARoEvag3RoKWIb16j,13281978,"hindi pop,desi pop,bollywood,punjabi pop"
Neo Beats,6PERJZF7wohA034PAxDK0b,115230,"brazilian hip hop,brazilian trap,trap,trap funk"
Pinguini Tattici Nucleari,6RdcIWVKYYzNzjQRd3oyHS,2252240,
Saweetie,6cK3NBO6uP7hh0oyuVELFl,2571453,
Gryffin,2ZRQcIgzPCVaT9XKhXZIzh,996195,"edm,melodic bass,future bass"
Hailee Steinfeld,5p7f24Rk5HkUZsaS3BLG5F,8859338,
Blxst,4qXC0i02bSFstECuXP2ZpL,565389,
Mc Davi,1cYhx7ZOhYoVmnDPb9KMwo,4043310,"funk,brazilian funk,funk consciente,trap funk"
Lainey Wilson,6tPHARSq45lQ8BSALCfkFC,1393969,country
Men I Trust,3zmfs9cQwzJl575W1ZYXeT,2251330,"bedroom pop,indie pop"
Hungria,0vLuOi2k62sHujIfplInlK,10912837,brazilian hip hop
Fetty Wap,6PXS4YHDkKvl1wkIl4V8DL,5111523,
Naps,6W5uA6CNMf3hd2j4a2XWCx,3509834,"french rap,pop urbaine,chicha"
Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,1321913,"country,pop country"
Night Lovell,2y246nnP9pQT0E6v3ZMMOO,1495182,"emo rap,horrorcore,trap metal"
The Score,2q3GG88dVwuQPF4FmySr9I,1536322,
Ofenbach,4AKwRarlmsUlLjIwt38NLw,673523,
Smino,1ybINI1qPiFbwDXamRtwxD,1042495,
Joyner Lucas,6C1ohJrd5VydigQtaGy5Wa,2380145,
Chelsea Cutler,5JMLG56F1X5mFmWNmS0iAp,731033,
Moira Dela Torre,0rZRTXEmmPmx6gt92tBqIc,10495214,"opm,p-pop,harana,pinoy indie,kundiman"
Los Gemelos De Sinaloa,1Zkxm1dM3HI3QkTmxUEVQA,1074647,"corrido,corridos bélicos,corridos tumbados,sad sierreño,sierreño,música mexicana"
Angèle,3QVolfxko2UyCOtexhVTli,2777748,"french pop,variété française,chanson,french indie pop"
Loud Luxury,6t1gpxYbY8OlLA7D2RiikQ,684693,
I Prevail,3Uobr6LgQpBbk6k4QGAb3V,1781015,metalcore
DIVINE,4Ai0pGz6GhQavjzaRhPTvz,6069501,"hindi hip hop,desi hip hop,punjabi hip hop,punjabi pop"
Ricky Montgomery,0ZUvK7zGdXLd78mQr3t1Tw,2338155,
Matheus Fernandes,37mqXU98U5GmH5ZDtlHM1c,900479,"piseiro,sertanejo,pagode,forró,arrocha,sertanejo universitário"
Vishal Mishra,5wJ1H6ud777odtZl5gG507,8847395,"bollywood,hindi pop"
Post Malone,246dkjvS1zLTtiykXe5h60,47267834,
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,46350887,pop
Bad Bunny,4q3ewBCX7sLwd24euuV69X,98215514,"reggaeton,trap latino,urbano latino,latin"
Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,29632730,"reggaeton,urbano latino,trap latino,latin"
Myke Towers,7iK8PXO48WeuP03g8YR51W,20776412,"reggaeton,trap latino,urbano latino"
Marshmello,64KEffDW9EtZ1y2vBYgq8T,34294420,edm
BLACKPINK,41MozSoPIsD1dJM0CLPjZF,54666958,k-pop
Morat,5C4PDR4LnhZTbVnKWXuDKD,13539851,"colombian pop,latin pop"
Eladio Carrion,5XJDexmWFLWOkjOEjOVX3e,8879567,"trap latino,urbano latino"
A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,8867832,melodic rap
Rels B,2IMZYfNi21MGqxopj9fWx8,9678430,"urbano latino,trap latino"
Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,35184908,
RAYE,5KKpBU5eC2tJDzf0wmlRp2,2441225,
Cardi B,4kYSro6naA4h99UJvo89HB,25545278,
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,4259199,
Freddie Dredd,0dlDsD7y6ccmDm8tuWCU6F,1923052,phonk
Lil Yachty,6icQOAFXDZKsumw3YXyusw,10787354,
Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG,2903843,
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,13417981,k-pop
Shiloh Dynasty,1wxPItEzr7U7rGSMPqZ25r,1989012,lo-fi
JID,6U3ybJ9UHNKEdsH7ktGBZ7,2135733,
Danny Ocean,5H1nN1SzW0qNeUEZvuXjAj,6248852,reggaeton
Orochi,3rfM2cGqF6DB0kUyytMkXx,7748309,"brazilian trap,brazilian hip hop,trap,trap funk"
Jubin Nautiyal,1tqysapcCh1lWEAc9dIFpa,20860741,"bhajan,hindi pop,bollywood,devotional,desi"
Damso,2UwqpfQtNuhBwviIC0f2ie,5554781,"french rap,pop urbaine,french r&b"
Lauv,5JZ7CnR6gTvEMKX4g70Amv,6715672,
Bryant Myers,6w9ToX5slZ4uIdmD17hJ3c,13020009,"trap latino,reggaeton,trap,urbano latino"
Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,5036069,
6LACK,4IVAbR2w4JJNJDDRFP3E83,4826966,
Joel Corry,6DgP9otnZw5z6daOntINxp,462335,dance pop
Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,1643968,
Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,12189100,
Ruth B.,2WzaAvm2bBCf4pEhyuDgCY,4331080,
PNL,3NH8t45zOTqzlZgBvZRjvB,9675904,"french rap,pop urbaine"
NAV,7rkW85dBwwrJtlHRDkJDAC,3552900,melodic rap
Gabito Ballesteros,6Sbl0NT50roqWvy746MfVf,5592092,"corrido,corridos tumbados,corridos bélicos,música mexicana,sad sierreño,electro corridos,banda,sierreño"
Murilo Huff,3hq7WoPJsrRP0KMSLhUgRz,2306144,"sertanejo,sertanejo universitário,arrocha,agronejo"
Cavetown,2hR4h1Cao2ueuI7Cx9c7V8,4418049,bedroom pop
Jessie Reyez,3KedxarmBCyFBevnqQHy3P,1543243,
Vacations,0U7iI0Dk4Ojvi17nZboNO4,1420495,
OFFICIAL HIGE DANDISM,5Vo1hnCRmCM6M4thZCInCj,7236136,"j-pop,anime,j-rock"
Montell Fish,5nvWOyAkfNgVLKESq4fOj2,2055726,
Jonas Blue,1HBjj22wzbscIZ9sEb5dyf,3860073,tropical house
Gustavo Mioto,1X6ORK7IekgmyjV6IFPszP,6981187,"sertanejo,sertanejo universitário,arrocha,agronejo"
White 2115,4nPxrGG7k7aEKmNLsfX4cd,1467295,
Mc IG,2q9wk5fkeU2C9CgCKdh4AN,10008122,"funk,funk consciente,brazilian funk,trap funk"
Jeremy Zucker,3gIRvgZssIb9aiirIg0nI3,2339141,
Jimin,1oSPZhvZMIrWW5I41kPkkY,10470799,k-pop
Nio Garcia,5hdhHgpxyniooUiQVaPxQ0,5503872,reggaeton
Original Broadway Cast of Hamilton,3UUJfRbrA2nTbcg4i0MOwu,539936,musicals
SYML,6AyATGg7mDgBlZ4N5uNog0,932549,
Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,1879452,retro soul
Tom Grennan,5SHxzwjek1Pipl1Yk11UHv,601898,
Louis Tomlinson,57WHJIHrjOE3iAxpihhMnp,7079448,
Mrs. GREEN APPLE,4QvgGvpgzgyUOo8Yp8LDm9,5887409,"j-pop,anime,j-rock"
Rashmi Virag,5r2baeTwcCJnuIsDIlxUJo,435014,"hindi pop,bollywood"
Lil Tracy,5g63iWaMJ2UrkZMkCC8dMi,1291550,"emo rap,cloud rap"
Cheat Codes,7DMveApC7UnC2NPfPvlHSU,2101236,
Toby Fox,57DlMWmbVIf2ssJ8QBpBau,1914529,soundtrack
PnB Rock,21WS9wngs9AqFckK7yYJPM,4262196,melodic rap
SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ,1137193,
Sasha Alex Sloan,4xnihxcoXWK3UqryOSnbw5,1724808,
Ashe,6P5NO5hzJbuOqSdyPB7SJM,2360130,
Capital Bra,4WZGDpNwrC0vNQyl9QzF7d,4321799,german hip hop
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,114796231,
Joji,3MZsBdqDrRTJihTHQrO6Dq,10300952,
ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,8489723,latin
Central Cee,5H4yInM5zmHqpKIoMNAx4r,9008310,"uk drill,drill,uk grime,grime"
Manuel Turizo,0tmwSHipWxN12fsoLcFU3B,15287503,"reggaeton,pop urbano,latin,colombian pop"
Olivia Rodrigo,1McMsnEElThX1knmY4oliG,47142918,
