spotify_artist_name,spotify_artist_id,spotify_artist_followers,spotify_artist_genres
Outlawz,2jp3Fk52x0HbymU0lNYbSC,354043,"west coast hip hop,gangster rap"
Dewa 19,48bKH1ugFBhERC1rdojP9d,10469889,"indonesian pop,indorock,malay"
Mase,1wiBLzTI7z9RUwEpNPdFT6,904419,
Cuisillos De Arturo Macias,32lXHXuhXtdA2j3IDXNND4,856530,"banda,grupera,duranguense,norteño"
Leon James,0wv5i0ds2z040yx7oL6UZy,642132,"tamil pop,kollywood,tollywood,telugu pop"
Los Yonic's,1z8Z3JjXWNa7xbeXcyFZMt,2095253,grupera
Banda Pequeños Musical,46WT0eTBzCslHoVsLahvfE,2027136,"banda,grupera,duranguense,norteño"
Ilaiyaraaja,3m49WVMU4zCkaVEKb8kFW7,14025452,"tamil pop,kollywood"
Joy Division,432R46LaYsJZV2Gmc4jUV5,2726433,"post-punk,new wave,gothic rock,darkwave,madchester,cold wave"
J.J. Cale,06nsZ3qSOYZ2hPVIMcr1IN,834742,"blues,blues rock,roots rock"
Gojira,0GDGKpJFhVpcjIGF8N6Ewt,1726712,"groove metal,progressive metal,metal,death metal,djent"
Commodores,6twIAGnYuIT1pncMAsXnEm,2069104,"motown,classic soul"
Chet Baker,3rxeQlsv0Sc2nyYaZ5W71T,1297921,"jazz,cool jazz,vocal jazz"
Mos Def,0Mz5XE0kb1GBnbLQm2VbcO,1606320,"east coast hip hop,old school hip hop,hip hop"
Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,1553819,"indie rock,indie,alternative rock"
Lamb of God,3JFsVIxOn7STeilPICkkB2,2263178,"groove metal,metal,heavy metal,nu metal,death metal"
Death Cab for Cutie,0YrtvWJMgSdVrk3SfNjTbx,1590430,
Billy Ray Cyrus,60rpJ9SgigSd16DOAG7GSa,294215,
Los Panchos,3Ker27Wbb9OcUHGs54JIAz,1017460,bolero
CeeLo Green,5nLYd9ST4Cnwy6NHaCxbj8,690792,
Dusty Springfield,5zaXYwewAXedKNCff45U5l,552642,
Pretenders,0GByy3DcfbQwDvXGCWmzv9,1644994,
Elliott Smith,2ApaG60P4r0yhBoDCGD8YG,1304172,singer-songwriter
Peter Gabriel,7C4sUpWGlTy7IANjruj02I,1903910,art rock
Insane Clown Posse,4xtWjIlVuZwTCeqVAsgEXy,1972531,"horrorcore,rap rock"
REO Speedwagon,55vs7NT1KxcFjbMC4y202E,2842238,"soft rock,aor,classic rock"
Europe,7Js6Lde8thlIHXggv2SCBz,1901726,glam metal
Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,3255343,"glam metal,hard rock,glam rock"
Gilberto Gil,7oEkUINVIj1Nr3Wnj8tzqr,1494302,"mpb,bossa nova,forró tradicional,samba,brazilian jazz"
Vasco Rossi,5l4nhyz8876RhgE2d18h65,4056227,"italian singer-songwriter,singer-songwriter,italo dance"
Héctor Lavoe,7opp16lU7VM3l2WBdGMYHP,2354583,"salsa,merengue,son cubano,bolero"
Kingpin Skinny Pimp,5kkVPwCLmdkqaSQpptZtXj,63571,"phonk,drift phonk"
Silvio Rodríguez,4rUyBlggM5tZUH5QZn9ZuO,1534169,"trova,nueva trova,singer-songwriter,latin folklore,latin folk"
Andrés Cepeda,49Z1AvGeUaBSanPaOmplK6,3724063,"colombian pop,latin pop,bolero"
Franz Schubert,2p0UyoPfYfI76PCStuXfOP,1182233,"classical piano,classical,chamber music"
La Ley,1ZVoRDO29AlDXiMkRLMZSK,1655309,"rock en español,latin rock,latin alternative"
Barbra Streisand,7jmTilWYlKOuavFfmQAcu6,1655237,adult standards
Donna Summer,2eogQKWWoohI3BSnoG7E2U,2123197,"disco,hi-nrg"
Edvard Grieg,5ihY290YPGc3aY2xTyx7Gy,565496,"classical,orchestra"
Diego Torres,0LALueHEQunQ2d61fXGeZh,2320458,"latin pop,colombian pop"
Zé Ramalho,7JoWcJHDOG58JYTe6d400S,2922661,"mpb,forró tradicional,sertanejo tradicional,forró"
Luciano Pereyra,6ZZ2DeepA3GpoGU4KwqSlU,2306521,folklore argentino
Faith Evans,5NDMothbpdpq2xHqSjrrWn,1794799,r&b
Lulu Santos,0A1oy7PC7fdzURgaLaWkL1,2257170,"mpb,brazilian rock,brazilian pop"
Shakin' Stevens,0wi4yTYlGtEnbGo4ltZTib,174960,"christmas,rockabilly"
Jota Quest,5re6NsyXzHg6uvNimzQ3F6,2436916,"brazilian rock,mpb,brazilian pop,pop rock"
Víctor Manuelle,4N5fp4zhTsVITZTVfsXpc2,2199876,"salsa,merengue"
Javier Solís,7jerD1mbWgyDukHAmCvdCj,2492785,"bolero,mariachi,ranchera,música mexicana"
Vedo,3wVXTWabe3viT0jF7DfjOL,603678,
Exaltasamba,6VPRGmbZ0dupZrbwwEDRRw,2194903,"pagode,samba"
Faith Hill,25NQNriVT2YbSW80ILRWJa,1935807,country
Mr.Children,1qma7XhwZotCAucL7NHVLY,3676631,"j-pop,kayokyoku,j-rock"
Redman,7xTKLpo7UCzXSnlH7fOIoM,1324567,"east coast hip hop,old school hip hop,hip hop,hardcore hip hop"
Los Rehenes,5IaAggho4F1gWHE5REe1e8,1347134,"grupera,cumbia"
LX,10XY9PZCJKzUFzZOdtlQLU,213875,german hip hop
Joe,3zTOe1BtyTkwNvYZOxXktX,2137699,"r&b,quiet storm"
Ebru Gündeş,5AboYJAlMb9FGadTTDKRoN,3837974,"arabesk,turkish pop"
Vijay Yesudas,0aUQnP4HhUQXcurZl9GJIA,3163165,"malayalam pop,mollywood,tamil pop,kollywood"
The Velvet Underground,1nJvji2KIlWSseXRSlNYsC,2097571,"proto-punk,art rock"
The Cinematic Orchestra,32ogthv0BdaSMPml02X9YB,743279,"nu jazz,downtempo"
Cultura Profética,65HuWBUC1d8ty1q6J42Nfi,1853240,"spanish-language reggae,reggae,roots reggae,latin alternative"
Staind,5KDIH2gF0VpelTqyQS7udb,2858420,"post-grunge,nu metal,alternative metal"
"Grover Washington, Jr.",05YVYeV4HxYp5rrWalvuE1,433442,"soul jazz,smooth jazz"
Stan Getz,0FMucZsEnCxs5pqBjHjIc8,520612,"bossa nova,jazz,brazilian jazz,cool jazz,latin jazz"
Dave Matthews Band,2TI7qyDE0QfyOlnbtfDo7L,2098880,jam band
Alphaville,0xliTEbFfy5HQHvsTknTkX,1034991,synthpop
Lifehouse,5PokPZn11xzZXyXSfnvIM3,2122475,post-grunge
BUMP OF CHICKEN,0hSFeqPehe7FtCNWuQ6Bsy,1453564,"j-pop,j-rock,anime"
Martin Solveig,1bj5GrcLom5gZFF5t949Xl,1184203,french house
El Canto Del Loco,5RK6c1tyaKpwcDpbgCGNgj,1138416,
Alice Cooper,3EhbVgyfGd7HkpsagwL9GS,3982209,"glam rock,hard rock,glam metal,proto-punk,classic rock"
Meat Loaf,7dnB1wSxbYa8CejeVg98hz,1270380,
Savage Garden,3NRFinRTEqUCfaTTZmk8ek,1503772,
ATB,7jZM5w05mGhw6wTB1okhD9,440541,trance
Alexandre Desplat,71jzN72g8qWMCMkWC5p1Z0,340878,soundtrack
Kris Kristofferson,0vYQRW5LIDeYQOccTviQNX,684062,"outlaw country,classic country,country"
Gavin Greenaway,3TaTCYiv3QcamWjvRCcz6Q,17980,soundtrack
Lisa Gerrard,3C4MmUJYQN9svNdedAR2BK,203174,soundtrack
Danny Elfman,5qBZETtyzfYnXOobDXbmcD,473625,soundtrack
Los Pericos,7FnZWGw9lwOr7WzieTKEPR,1412612,"spanish-language reggae,reggae,argentine rock,latin rock,rock en español,ska,latin alternative"
George Benson,4N8BwYTEC6XqykGvXXlmfv,926312,"smooth jazz,yacht rock,jazz funk,soul jazz"
Kenny G,6I3M904Y9IwgDjrQ9pANiB,1238082,"smooth jazz,christmas"
Carly Simon,4FtSnMlCVxCswABUmdhwpm,1267987,
Böhse Onkelz,6x9jRPDmA8Ihpw3A9FBowD,1416320,
Stephen Cleobury,0ugRf6ECGBFRCHlv9iG1No,9880,"choral,requiem,classical,christmas,gregorian chant"
DENNIS,6xlRSRMLgZbsSNd0BMobwy,2338312,"funk,brazilian funk,funk carioca,funk pop,funk melody"
Antonio Orozco,1ADdpen72RPuafRcv0YRBf,1464246,"flamenco,flamenco pop"
Three 6 Mafia,26s8LSolLfCIY88ysQbIuT,1445625,"southern hip hop,horrorcore,crunk,gangster rap"
Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,816871,"classical,classical piano"
Engenheiros Do Hawaii,0GNq4xh8uFCyihPurnunf7,2596904,"brazilian rock,mpb,brazilian pop,pop rock"
Luther Vandross,19y5MFBH7gohEdGwKM7QsP,3721649,"quiet storm,soul"
Cocteau Twins,5Wabl1lPdNOeIn0SQ5A1mp,1312069,"shoegaze,dream pop,gothic rock"
Laxmikant–Pyarelal,3yS84AjNFqhmuJlIXy7sax,841701,"ghazal,bhajan,hindi pop"
Mark Morrison,6V3F8MZrOKdT9fU686ybE9,140458,
Randy Travis,1pTuR132U5b4Rizal2Pr7m,1983602,"christian country,classic country,country,traditional country"
Daniel Barenboim,78sEozQOEJxzXegUuqRSgH,148049,"classical,classical piano,opera,chamber music"
Travis Tritt,2M4Yt7oKGoYd0wqU44k4i2,1582465,"classic country,country,outlaw country,traditional country"
Lilly Goodman,6vetaGijEBK3wfhtCUWRBS,2279039,"christian,worship"
Marcos Witt,4x7kxyIgzgtrHYDQ8SCzo2,2214779,"christian,worship"
Niro,1wAtSe79kItIb9nf5EhI2Q,1385215,"french rap,pop urbaine"
Mi Banda El Mexicano,0OhiQFSqbnnmB52NWEpsO5,916380,"cumbia,banda,grupera,cumbia norteña,duranguense"
ARASHI,1XYuC1vxinTjHCNd5clB8C,2722441,j-pop
Banda Machos,7MyUjj79oHy7I8RocrtzZ2,1914314,"banda,grupera,cumbia,cumbia norteña,duranguense,norteño,música mexicana"
Salim–Sulaiman,6ohaQzKaXrobAL8paLSaxq,2518622,"bollywood,sufi,desi,hindi pop,qawwali"
Harish Raghavendra,4Kw0NhqitzjxLy1jH5FlTg,1683318,"tamil pop,kollywood,telugu pop,tollywood"
Glenn Fredly,4rUYk0fV0Z4pOtwVbEAyK9,3175210,"indonesian pop,maluku,malay"
Sertab Erener,4W31XN2JH8mC54NkHdh04s,2185810,turkish pop
Ramon Ayala Y Sus Bravos Del Norte,5j9R5dTGerKvdXopZnfJh9,855671,"norteño,tejano,cumbia norteña,música mexicana,corrido,grupera,banda,bolero,ranchera"
Ace of Base,5ksRONqssB7BR161NTtJAm,1056933,"eurodance,europop"
Tom Jones,1T0wRBO0CK0vK8ouUMqEl5,1172085,
Michael Bolton,6YHEMoNPbcheiWS2haGzkn,2484770,soft rock
James Brown,7GaxyUddsPok8BuhxN6OUW,2290303,"soul,motown,classic soul,funk"
João Gilberto,77ZUbcdoU5KCPHNUl8bgQy,684790,"bossa nova,brazilian jazz,samba,latin jazz,cool jazz,jazz,mpb"
Soft Cell,6aq8T2RcspxVOGgMrTzjWc,773908,"synthpop,new wave"
KC & The Sunshine Band,3mQBpAOMWYqAZyxtyeo4Lo,1155835,disco
Jorge Ben Jor,5JYtpnUKxAzXfHEYpOeeit,1161629,"mpb,bossa nova,samba,brazilian jazz"
Blue Öyster Cult,00tVTdpEhQQw1bqdu8RCx2,1687090,"classic rock,hard rock"
Björk,7w29UYBi0qsHi5RTcv3lmA,2377513,"art pop,trip hop"
Don McLean,1gRNBaI4yn6wCCTvRhGWh8,1114624,
Gloria Gaynor,6V6WCgi7waF55bJmylC4H5,1162526,disco
Blackstreet,2P3cjUru4H3fhSXXNxE9kA,954944,new jack swing
Claudio Abbado,6HclTVD03WSY6GUpN16BkP,61594,"classical,opera,requiem,orchestra"
Charles Aznavour,2hgP9Ap2tc10R5jrQaEpMT,1683981,"chanson,variété française,french jazz"
Os Paralamas Do Sucesso,7EM9m7HOXxVgP9oEpDDv70,2536582,"brazilian rock,mpb,brazilian pop,latin rock,pop rock"
Vilma Palma e Vampiros,5VQCk9RiLwri99OgOT34kq,2043873,"rock en español,latin rock,argentine rock"
Mœnia,3QmmtMrEf7aQrsd1VtejAV,979404,"rock en español,latin pop,latin alternative"
Thomas Newman,1csBgT42N4pPPs1HJhxXIK,273691,soundtrack
Luciano Pavarotti,0Y8KmFkKOgJybpVobn1onU,1077644,"opera,classical,canzone napoletana"
Alceu Valença,559vxOLTzlAv0zB77JMcdG,1902450,"mpb,forró tradicional,forró"
Third Eye Blind,6TcnmlCSxihzWOQJ8k0rNS,1725683,
John Powell,3EAHF3jdnHHdko5DBrhRUP,291050,soundtrack
Armand Van Helden,3cQA9WH8liZfeja1DxcDYE,298881,"disco house,funky house"
Rafaga,0CBKUzrf6yGdTgxAQbUUHS,706566,"cumbia,cuarteto"
Don Henley,5dbuFbrHa1SJlQhQX9OUJ2,1702193,yacht rock
D.O.D,0Cs47vvRsPgEfliBU9KDiB,114827,
Toni Braxton,3X458ddYA2YcVWuVIGGOYe,4460321,r&b
Warren G,2B4ZHz4QDWJTXPFPgO5peE,2661340,"g-funk,west coast hip hop,old school hip hop,gangster rap"
Capital Inicial,4Z0yuwHVJBROVZqFpTIr0d,2983943,"brazilian rock,mpb,brazilian pop,pop rock"
Kalash,3J7r4VsNmuWixU0nXvyPd8,963800,"shatta,french rap,zouk,dancehall,pop urbaine,kompa"
Marta Sánchez,368rTiMKMrz3b03az6B14w,647289,latin pop
La Sonora Santanera,3CsPxFJGyNa9ep79CFWN77,1362019,"bolero,cumbia,tropical music"
Grupo 5,0l8RtvcBMjeOqfgRSVo2d6,4323706,"cumbia,chicha,cumbia norteña,huayno,electrocumbia"
Kendo Kaponi,1WMwuNKzEFtU6pPkdtryYS,1241442,"trap latino,reggaeton"
Shenseea,1OFOShsIbhy1l5x73yuVyB,1055990,"dancehall,soca,afrobeats"
Diomedes Diaz,66NweiA3nU84k1S3SZdTSG,6032253,vallenato
Bombay Jayashri,5OTt6O4Q22YsqZDaWV6FqC,1295627,"tamil pop,kollywood"
Gene Autry,5ixB75BQR3ADoWQkcHQJTs,80979,christmas
Divya Kumar,0NErdIJtuKBjtxKmlqaWdj,976825,"bollywood,gujarati garba,hindi pop,desi,gujarati pop"
Dino James,45PG2L6Fh2XvYL4ONzpdoW,1195834,"hindi hip hop,desi hip hop"
Grupo Yndio,2ExqFhtOJ3rXrYJkBMqAxD,575804,"grupera,banda"
Rionegro & Solimões,33NrinbbEctw1wsdKNgZeZ,1827421,"sertanejo tradicional,sertanejo,sertanejo universitário,agronejo"
Mano,3NzhVoa20crNtp1p4zE8um,3818031,"tamil pop,tamil dance,kannada pop,telugu pop,tollywood"
Leonardo,2YWOP324cKGfkTo2PydgJR,2226666,"sertanejo tradicional,sertanejo"
Saindhavi,6rEXjeIJ0wL6BFdo8CRcit,1313964,"devotional,tamil pop,bhajan,kollywood,tamil dance"
Swarnalatha,7N0SBLJFpCyQSsv4MfRJ5d,1568147,"tamil pop,tamil dance,kollywood"
Roger,3GMoVpWJy4smKuxFuFTwXC,206951,quiet storm
Ananya Bhat,4JczWHls9n9VpTHnqO2IG8,263165,"kannada pop,sandalwood,tamil pop"
Serdar Ortaç,7BJjzi0JHyDHAsmVe21dGa,2179060,"turkish pop,t-pop"
Janis Joplin,4NgfOZCL9Ml67xzM0xzIvC,3556323,"classic rock,acid rock,psychedelic rock"
Fatboy Slim,4Y7tXHSEejGu1vQ9bwDdXW,1376780,big beat
Cream,74oJ4qxwOZvX6oSsu1DGnw,2585734,"classic rock,psychedelic rock,acid rock,blues rock"
Dropkick Murphys,7w9jdhcgHNdiPeNPUoFSlx,1325163,"celtic punk,celtic rock,celtic,punk,folk punk"
Stevie Ray Vaughan,5fsDcuclIe8ZiBD5P787K1,2587543,"blues,blues rock,classic blues,southern rock,modern blues"
Eiffel 65,64rxQRJsLgZwHHyWKB8fiF,427296,"eurodance,europop,italo dance"
Take That,1XgFuvRd7r5g0h844A5ZUQ,1423691,
Mindless Self Indulgence,5R5MLOQbI4lb7GHYioPqoN,1468577,
Thin Lizzy,6biWAmrHyiMkX49LkycGqQ,1356152,"classic rock,hard rock"
Jovanotti,7tmMPdOmFvdRvbj2aWoiRi,2708305,"italian singer-songwriter,italo dance"
Four Tops,7fIvjotigTGWqjIz6EP1i4,1228624,"motown,northern soul,classic soul,soul"
Julio Jaramillo,6HqPNOo6OV9rPbEY7MP9T8,1572234,"bolero,popular colombian music,ranchera"
Los Cafres,2ST5XwWB4uXGKk2NXP8DUI,1481059,"spanish-language reggae,reggae,roots reggae,argentine rock,rock en español"
Rubén Blades,5BwMgvRwlq61SmknvsVIQj,1826299,"salsa,latin jazz,merengue,son cubano"
Vengaboys,0cwmNvclzPd8mQnoHuIksj,559621,"eurodance,europop"
Killswitch Engage,37394IP6uhnjIpsawpMu4l,2123186,"metalcore,metal"
Christopher Cross,695W5F2Ih8dYahLdjVOIoH,1159983,"yacht rock,soft rock"
James Newton Howard,2M4eNCvV3CJUswavkhAQg2,403487,soundtrack
Die Ärzte,0cbL6CYnRqpAxf1evwUVQD,1359317,"neue deutsche welle,german pop"
Poison,1fBCIkoPOPCDLUxGuWNvyo,3511524,"glam metal,glam rock"
Franz Liszt,1385hLNbrnbCJGokfH2ac2,897869,"classical piano,classical"
Soprano,2RJBv9wXbW6m539q9NOfW1,3734596,"french rap,chanson,french pop,french r&b,pop urbaine,variété française"
Sarah McLachlan,4NgNsOXSwIzXlUIJcpnNUp,937035,
Allman Brothers Band,4wQ3PyMz3WwJGI5uEqHUVR,1784196,"southern rock,jam band,classic rock,blues rock,country rock"
El Barrio,0fM3rWsshliRFUmJlBP6QZ,1339160,"flamenco,flamenco pop"
Natalie Cole,5tTsrGPwQRWUsHR2Xf7Ke9,696796,quiet storm
Ronan Keating,3nlHsNqwCSvT988ZfSW1Yh,1162057,
Jackson Browne,5lkiCO9UQ8B23dZ1o0UV4m,1430543,"yacht rock,folk rock,soft rock,singer-songwriter"
Kelis,0IF46mUS8NXjgHabxk2MCM,676889,
Fiona Apple,3g2kUQ6tHLLbmkV7T4GPtL,1751434,art pop
Cássia Eller,10naVTwNjE50daQVrN0bXh,2508856,"mpb,brazilian rock,brazilian pop"
Philharmonia Orchestra,09KZU0NsS7jRa5p0SflmGY,88664,"opera,classical,orchestra"
Kirk Franklin,4akybxRTGHJZ1DXjLhJ1qu,1864667,"gospel,gospel r&b,worship"
Hector & Tito,5aB4SpKYteOJ8pAleoKkg7,1236599,reggaeton
The Lyndhurst Orchestra,6djeIA7Gl9v9gvnpRc1eIF,10856,soundtrack
The Pointer Sisters,2kreKea2n96dXjcyAU9j5N,1122925,disco
Gala,3OqTvcWgb0xaainosGVvuZ,132650,eurodance
Ying Yang Twins,44PA0rCQXikgOWbfY7Fq7m,1209431,"crunk,southern hip hop"
Mayday,16s0YTFcyjP4kgFwt7ktrY,2200028,"mandopop,taiwanese pop,c-pop,chinese rock"
The Supremes,57bUPid8xztkieZfS7OlEV,1809281,"motown,northern soul,classic soul,soul"
Kool Savas,1SUu1Bi7ev9HbOzyVC77qD,657243,german hip hop
Vince Gill,3IhWQSrLj8EJjdvjFTpCyo,668299,"classic country,country,traditional country"
GZA,6ns6XAOsw4B0nDUIovAOUO,621195,"east coast hip hop,old school hip hop,hip hop,boom bap"
Pezet,4z93wkjfGntA0XFqnv4wj7,513338,
Mahalakshmi Iyer,0Yb0T3wUUNiIvHjqnfkbuH,428784,"bollywood,desi"
M. M. Keeravaani,12l1SqSNsg2mI2IcXpPWjR,2935496,"telugu pop,tollywood,devotional"
Harini,41BeeC5hYqvtGkM79RYvN4,1021907,"tamil pop,kollywood,telugu pop,tollywood"
Aline Barros,2aKyKSggb31Kw9s9i3iXoo,6007973,"gospel,lullaby,brazilian gospel,children's music,worship,pentecostal"
Rolf Zuckowski,2qn4hIXsvRUyFoboMi31XB,172608,"christmas,children's music"
South Park Mexican,4kKaAWGdu6WW0W415RWaQA,1090936,"mexican hip hop,latin hip hop"
Rammstein,6wWVKhxIU2cEi0K81v7HvP,11502942,"industrial metal,metal,industrial rock,industrial"
Queen,1dfeR4HaWDbWqFHLkxsg1d,54397595,"classic rock,rock,glam rock"
Justin Timberlake,31TPClRtHm23RisEBtV3X7,15512406,
Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,11331120,"emo,pop punk"
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,27048633,"edm,dance"
Akon,0z4gvV4rjIZ9wHck67ucSV,5769213,
Don Omar,33ScadVnbm2X8kkUqOkC6Z,15335778,"reggaeton,urbano latino"
Miguel,360IAlyVv4PCEVjgyMZrxK,5970227,r&b
TWICE,7n2Ycct7Beij7Dj7meI4X0,22322516,k-pop
Logic,4xRYI6VqpkE3UwrDrAZL8L,6139336,
Nickelback,6deZN1bslXzeGvOLaLMOIF,7681477,"post-grunge,rock"
RM,2auC28zjQyVTsiZKNgPRGs,17488468,"k-pop,k-rap"
Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,10874305,christmas
Badshah,0y59o4v8uw5crbN9M3JiL1,29860111,"bollywood,desi,hindi pop,desi hip hop,hindi hip hop,desi pop"
Depeche Mode,762310PdDnwsDxAQxzQkfX,7194241,"new wave,synthpop,darkwave"
The Strokes,0epOFNiUfyON9EYx7Tpr6V,6342159,"garage rock,indie rock,alternative rock"
T.I.,4OBJLual30L7gRl5UkeRcT,5084377,southern hip hop
The Police,5NGO30tJxFlKixkPSgXcFE,7294311,
Juan Luis Guerra 4.40,3nlpTZci9O5W8RsNoNH559,6083681,"merengue,bachata,salsa"
BONES,5v2WhpA59TJSdPh7LCx1lN,1906539,"cloud rap,emo rap,horrorcore,trap metal,underground hip hop"
Carlos Vives,4vhNDa5ycK0ST968ek7kRr,6697627,"colombian pop,vallenato,latin,latin pop"
Christopher von Uckermann,5O8cudluftNZ6PCwRzvYxo,148620,
Los Bukis,16kOCiqZ1auY4sokSeZuKf,5235428,grupera
KISS,07XSN3sPlIlB2L2XNcTwJw,10688759,"glam metal,glam rock,hard rock,rock,classic rock"
Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,11305281,"metal,alternative metal"
will.i.am,085pc2PYOi8bGKj0PNjekA,4389520,
Zoé,6IdtcAwaNVAggwd6sCKgTI,7189106,"rock en español,mexican rock,mexican indie,latin alternative,latin indie,latin rock"
Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,2766368,"yacht rock,soft rock"
Kate Bush,1aSxMhuvixZ8h9dK9jIDwL,2427705,"art pop,baroque pop,art rock"
Pusha T,0ONHkAv9pCAFxb0zJwDNTy,3036097,
Blake Shelton,1UTPBmNbXNTittyMJrNkvw,7468523,country
DJ Nelson,2ydZrTy8U3kOMOzx20s3dg,1237079,reggaeton
The Cranberries,7t0rwkOPGlDPEhaOcVtOt9,5177959,
Pixies,6zvul52xwTWzilBZl6BUbT,3444172,alternative rock
Almighty,6P6GTRTigHBp8ZesNtpCKH,1568286,"trap latino,reggaeton,trap"
Jelly Roll,19k8AgwwTSxeaxkOuCQEJs,5731845,"country hip hop,country"
Germ,4OYIkXBBN6ET96coWyWAXh,283122,"horrorcore,trap metal,emo rap"
Manu Chao,6wH6iStAh4KIaWfuhf0NYM,1955663,latin alternative
M83,63MQldklfxkjYDoUE4Tppz,2572103,
Rise Against,6Wr3hh341P84m3EI8qdn9O,2908257,"punk,hardcore punk"
INXS,1eClJfHLoDI4rZe5HxzBFv,3001037,
Travis Barker,4exLIFE8sISLr28sqG1qNX,495752,rap rock
Nile Rodgers,3yDIp0kaq9EFKe07X1X2rz,191180,
Roxette,2SHhfs4BiDxGQ3oxqf0UHY,2714341,swedish pop
Annie Lennox,5MspMQqdVbdwP6ax3GXqum,1705142,synthpop
Oliver Heldens,5nki7yRhxgM509M5ADlN1p,1060954,"future house,house"
Tego Calderón,3SUT1jjM5hzZj9TLfLZGIP,4848446,"reggaeton,latin hip hop"
David Bisbal,5gOJTI4TusSENizxhcG7jB,4758772,"latin pop,villancicos"
Booba,58wXmynHaAWI5hwlPZP3qL,3536040,"french rap,pop urbaine,french r&b"
Gloria Trevi,1Db5GsIoVWYktPoD2nnPZZ,6110784,latin pop
Keith Urban,0u2FHSq3ln94y5Q57xazwf,5256183,country
Xavier Wulf,3uo0ix4Y67XHVWBhXXIY1S,1119727,"cloud rap,underground hip hop,emo rap"
Dhanush,2F3KtUVtrt2GLjcl6pB4cz,13676228,"tamil dance,tamil pop,kollywood"
ZZ Top,2AM4ilv6UzW0uMRuqKtDgN,4837782,"southern rock,classic rock,blues rock,rock"
TOOL,2yEwvVSSSUkcLeSTNyHKh8,4357036,"progressive metal,alternative metal,progressive rock,metal"
Billy Idol,7lzordPuZEXxwt9aoVZYmG,2352376,
Natiruts,4PhdYoQGH8s1xee81dqQOO,3538232,"reggae,mpb,roots reggae"
Estopa,5ZqnEfVdEGmoPxtELhN7ai,2335936,"flamenco,flamenco pop"
Belinda,5LeiVcEnsZcwc133TUhJNW,2502686,latin pop
Brooks & Dunn,0XKOBt59crntr7HQXXO8Yz,3249728,"country,classic country,acoustic country"
Cardenales De Nuevo León,0GpuSge5ffZ053NhXxgQkV,2922515,"norteño,banda,cumbia norteña,grupera,corrido"
Bobby Helms,38EmEgXkgK51MT2tPY0EoC,71499,"christmas,villancicos"
Beastie Boys,03r4iKL2g2442PT9n2UKsx,3105609,"rap rock,old school hip hop,east coast hip hop,hip hop"
Chicago,3iDD7bnsjL9J4fO298r0L0,4587354,"yacht rock,soft rock"
Legião Urbana,6tw6EpC9RgmSRZiZg0n22t,7085042,"brazilian rock,mpb,brazilian pop"
Abel Pintos,6HTUcOExehqydqa7C3usAa,3637381,"folklore argentino,cuarteto"
Tchakabum,7iJl63aJyNd8C6NZlMv6kp,211654,"axé,pagode baiano"
LP,0J7U24vlOOIeMpuaO6Q85A,2806862,
LMFAO,3sgFRtyBnxXD5ESfmbK4dl,4392603,
America,35U9lQaRWSQISxQAB94Meo,2001282,"yacht rock,soft rock,folk rock"
The National,2cCUtGK9sDU2EoElnk0GNB,1675709,indie rock
I Virtuosi Italiani,1k1AM2ESRQseVAj6rvBdtx,16289,
Slayer,1IQ2e1buppatiN1bxUVkrk,4371177,"thrash metal,metal,speed metal,heavy metal,groove metal,death metal"
Kaskade,6TQj5BFPooTa08A7pk8AQ1,989634,edm
Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,1754038,"emo,pop punk"
Manuel Carrasco,7qAoXV4U0qDxQAUqhszjAA,2376262,"flamenco,flamenco pop"
Banda Los Recoditos,4bPiOPI4V99cepEftvBYak,4948314,"banda,norteño,corrido,música mexicana"
Ramones,1co4F2pPNH8JjTutZkmgSm,2864469,"punk,proto-punk"
Rob Zombie,3HVdAiMNjYrQIKlOGxoGh5,3529322,"industrial metal,industrial rock,alternative metal,nu metal,metal"
Benny Benassi,4Ws2otunReOa6BbwxxpCt6,599024,electro house
Stone Temple Pilots,2UazAtjfzqBF0Nho2awK4z,3893613,"grunge,alternative rock,post-grunge,rock"
New Order,0yNLKJebCb8Aueb54LYya3,2418246,"new wave,synthpop,post-punk,madchester"
Simple Minds,6hN9F0iuULZYWXppob22Aj,2272800,new wave
Damas Gratis,3YeBTR1Q1rUxKguz4jP6UV,2091554,"cumbia,cuarteto"
Elefante,5oYHL2SijkMY52gKIhYJNb,2483003,"rock en español,latin rock,mexican rock,latin pop"
Bacilos,1mux8L6xg2Cmrc7k0wQczl,2019663,"colombian pop,latin pop"
Camilo Sesto,2Cy7KBSkqu7otJfuMTWT7Y,4740919,bolero
Youjeen,4wVcCedmr7FHtUlFnIeJIG,16863,k-rock
Bread,70ZTdbPEcEugBNay4MvxfL,1953584,"soft rock,yacht rock"
Mario,20s0P9QLxGqKuCsGwFsp7w,3869646,r&b
Kelly Rowland,3AuMNF8rQAKOzjYppFNAoB,3633382,
