genre,tracks,views_sum,views_mean,streams_sum,streams_mean,freq_z,views_z,score
son cubano,32,509881627.0,15933800.84375,1385454304.0,44692074.32258064,-0.4690064178435431,-0.40880830251310935,-0.4449271717113696
soul,156,2232451511.0,14310586.608974358,17350262728.0,114146465.31578948,0.8103125472820992,-0.27188572058736055,0.3774332401343153
soul blues,39,564257901.0,14468151.307692308,4008545277.0,102783212.23076923,-0.3967867988445149,-0.4044860744858243,-0.39986650910103866
soul jazz,30,286606261.0,9553542.033333333,1959638475.0,65321282.5,-0.48964059470040827,-0.4265558783166212,-0.46440670814689344
soundtrack,171,871136170.0,5185334.345238095,5467165121.0,32542649.529761903,0.9650688737085882,-0.38009312223542696,0.42700407533098206
southern hip hop,151,7454215194.0,49694767.96,13309206827.0,88728045.51333334,0.7587271051399362,0.14317863896257538,0.5125077186689918
southern rock,59,1445036044.0,24492136.33898305,9643237319.0,163444700.3220339,-0.19044503027586293,-0.33447531987813117,-0.2480571461167702
spanish-language reggae,40,3755656316.0,93891407.9,2300707713.0,57517692.825,-0.3864697104160823,-0.1508101481885186,-0.29220588552505683
speed metal,30,329804471.0,10993482.366666667,1826201933.0,60873397.766666666,-0.48964059470040827,-0.4231221654073743,-0.4630332229831947
stoner rock,20,788551020.0,39427551.0,1152890817.0,104808256.0909091,-0.5928114789847343,-0.38665760015400485,-0.5103499274524426
stutter house,9,15944504.0,1771611.5555555555,409836136.0,45537348.44444445,-0.7062994516974929,-0.4480700746004566,-0.6030077008586784
sufi,109,12209434782.0,115183347.0,3402849299.0,31218800.90825688,0.325409391145767,0.521158626689364,0.4037090853632058
surf rock,9,168790226.0,18754469.555555556,2233176930.0,248130770.0,-0.7062994516974929,-0.43592076728530255,-0.5981479779326168
swedish pop,10,1469291594.0,146929159.4,1412475292.0,141247529.2,-0.6959823632690603,-0.3325473095472429,-0.5506083417803334
swing music,37,450872839.0,12185752.405405406,5343084389.0,148419010.80555555,-0.4174209757013801,-0.41349875698135263,-0.4158520882133691
symphonic metal,20,618932139.0,30946606.95,984744150.0,54708008.333333336,-0.5928114789847343,-0.4001401620782538,-0.5157429522221422
synthpop,86,6245895545.0,72626692.38372093,8015720043.0,109804384.15068494,0.08811635729181724,0.04713246535334575,0.07172280051642864
t-pop,20,814774655.0,40738732.75,516358611.0,25817930.55,-0.5928114789847343,-0.3845731518857345,-0.5095161481451345
taiwanese pop,40,1603444369.0,41113958.179487176,1410914087.0,35272852.175,-0.3864697104160823,-0.3218838557761539,-0.3606353685601109
tamil dance,114,5150486352.0,47689688.44444445,2294307130.0,20125501.14035088,0.37699483328793004,-0.03993875095195505,0.210221399591976
tamil hip hop,33,1342592320.0,44753077.333333336,741247400.0,22462042.424242426,-0.4586893294151105,-0.34261830398719784,-0.4122609192439454
tamil pop,291,13099761441.0,49620308.48863637,5004756032.0,17198474.33676976,2.2031194851205,0.5919283678998203,1.558643038232228
tech house,17,178434687.0,10496158.05882353,797757871.0,46926933.5882353,-0.6237627442700321,-0.43515415426503096,-0.5483193082680317
tejano,88,3590051243.0,40796036.85227273,4456256650.0,54344593.29268292,0.10875053414868245,-0.16397366299611993,-0.0003391447092385147
telugu pop,171,8419641455.0,54320267.451612905,2619643651.0,15319553.514619883,0.9650688737085882,0.21991785142813006,0.6670084647964049
texas country,20,333150780.0,16657539.0,1966211909.0,98310595.45,-0.5928114789847343,-0.4228561760431939,-0.5248293578081182
thrash metal,40,3261162487.0,81529062.175,2589005002.0,78454697.03030303,-0.3864697104160823,-0.1901161713820773,-0.3079282948024803
tollywood,151,5388126336.0,39329389.31386861,2442305366.0,16174207.721854305,0.7587271051399362,-0.021049369174005867,0.44681651541435935
traditional country,46,989902815.0,21519626.413043477,2635931384.0,59907531.45454545,-0.3245671798454867,-0.37065267176017713,-0.3430013766113629
trance,23,1408185102.0,61225439.217391305,3128077078.0,148956051.33333334,-0.5618602136994365,-0.33740450502870356,-0.4720779302311433
trap,242,22283646438.0,92081183.62809917,23495426715.0,97088540.1446281,1.6975821521273025,1.3219314043968802,1.5473218530351334
trap funk,158,9685905056.0,62089134.974358976,7084425639.0,45123730.18471338,0.8309467241389644,0.32056983847257337,0.6267959698724079
trap latino,283,59343235931.0,211185892.99288255,53879548792.0,190387098.204947,2.120582777693039,4.2677013993458415,2.97943022635416
trap metal,64,1485399708.0,23209370.4375,5485482475.0,85710663.671875,-0.13885958813369992,-0.33126691762856336,-0.2158225199316453
trap soul,32,4298107933.0,134315872.90625,7231835081.0,225994846.28125,-0.4690064178435431,-0.10769208565919748,-0.3244806849698048
trip hop,40,577472152.0,14436803.8,1717364833.0,53667651.03125,-0.3864697104160823,-0.40343570818025914,-0.39325610952175305
tropical house,59,9022661599.0,152926467.77966103,17461246502.0,311807973.25,-0.19044503027586293,0.267850348005852,-0.007126878963176944
tropical music,20,2888666773.0,144433338.65,524663557.0,26233177.85,-0.5928114789847343,-0.21972488298843632,-0.4435768405862151
trova,50,766953757.0,16318165.042553192,1945999377.0,38919987.54,-0.28329882613175633,-0.3883743101928583,-0.3253290197561971
turkish hip hop,69,1869618200.0,27095915.942028984,2604124031.0,38295941.63235294,-0.08727414599153693,-0.30072639301071996,-0.17265504479921015
turkish pop,129,4237101453.0,32845747.69767442,4100898500.0,31789910.85271318,0.531751159714419,-0.11254133144793992,0.2740341632494754
turreo,58,2658560970.0,45837258.10344828,1646124575.0,28381458.189655174,-0.20076211870429553,-0.23801539239273153,-0.21566342817966994
uk drill,62,2372419055.0,38264823.46774194,5337634475.0,86090878.62903225,-0.15949376499056514,-0.2607600660125904,-0.20000028539937525
uk funky,10,341110439.0,34111043.9,25016166.0,2501616.6,-0.6959823632690603,-0.42222348353437233,-0.5864788113751851
uk grime,52,2127239554.0,40908452.961538464,5705910233.0,109729042.9423077,-0.26266464927489114,-0.2802487443088996,-0.26969828728849454
underground hip hop,37,489451144.0,13228409.297297297,3481215443.0,94086903.86486487,-0.4174209757013801,-0.41043226825657997,-0.41462549272346005
urbano latino,295,61161790633.0,212367328.58680555,61829950542.0,210305954.2244898,2.24438783883423,4.412253563808883,3.1115341288240916
vallenato,36,4901845608.0,140052731.65714285,2294382331.0,63732842.527777776,-0.4277380641298127,-0.059702554415977035,-0.28052386024427844
variété française,39,2837349943.0,72752562.64102565,3249627109.0,83323772.02564102,-0.3967867988445149,-0.22380392380129935,-0.3275936488272287
villancicos,63,3118723897.0,51126621.26229508,5983524921.0,96508466.46774194,-0.14917667656213254,-0.20143824295073542,-0.1700813031175737
vocal jazz,106,958217734.0,9039789.943396226,9768519956.0,92155848.64150943,0.2944581258604692,-0.3731712361094924,0.02740638107248458
vocaloid,10,782190674.0,78219067.4,540545456.0,54054545.6,-0.6959823632690603,-0.3871631674487487,-0.5724546849409357
west coast hip hop,170,11555303184.0,67972371.67058824,21687706677.0,130648835.40361446,0.9547517852801556,0.4691634141007198,0.7605164368083812
witch house,20,90523961.0,4764419.0,1143477391.0,57173869.55,-0.5928114789847343,-0.44214194831315157,-0.5325436667161012
worship,171,8576232056.0,50153403.83625731,7105146351.0,44969280.70253164,0.9650688737085882,0.23236482939597705,0.6719872559835437
yacht rock,150,2875866106.0,20252578.211267605,21789285400.0,148226431.292517,0.7484100167115035,-0.220742374581835,0.3607490601941681
zouk,9,459328285.0,51036476.11111111,292633782.0,32514864.666666668,-0.7062994516974929,-0.41282665565855153,-0.5889103332819163
